,lat,lon,type,subtype
20706,19.0693039,96.6758473,sport,athletics
20707,19.068298,96.675645,shop,general
20708,19.068592,96.674208,shop,coffee
20709,19.068152,96.673901,shop,general
20710,19.09864,96.665112,tourism,viewpoint
20711,19.067095,96.673858,shop,motorcycle
20712,19.06461,96.67554,tourism,viewpoint
20713,19.06654,96.67884,sport,volleyball
20714,19.078079,96.686691,tourism,guest_house
20715,19.07636,96.68242,tourism,viewpoint
20716,19.064,96.67325,tourism,viewpoint
20717,19.06132,96.67371,tourism,viewpoint
20718,19.062186,96.672771,tourism,viewpoint
20719,19.072512,96.679389,shop,clothes
20720,19.06996,96.676406,shop,copyshop
20721,19.06272,96.68227,tourism,viewpoint
20722,19.06531,96.68219,tourism,viewpoint
20723,21.1330373,94.8656396,tourism,information
20724,21.3729017,95.0520598,shop,dry_cleaning
20725,21.2857965,99.6058168,shop,art
20726,21.2874898,99.6054298,shop,art
20727,21.4085279,95.130539,shop,dry_cleaning
20728,19.222697,96.580955,tourism,hotel
20729,12.4572248,98.5982855,shop,clothes
20730,21.7037816,95.6402077,shop,dry_cleaning
20731,16.899136,96.1066166,tourism,guest_house
20732,16.2935486,95.3961298,shop,bookmaker
20733,16.8267822,96.1711309,shop,toys
20734,21.9412571,96.0933134,shop,dry_cleaning
20735,21.9493002,96.1008888,shop,dry_cleaning
20736,16.8385808,96.1741818,shop,dry_cleaning
20737,10.1497478,98.5931752,shop,department_store
20738,19.7504756,96.136041,tourism,apartment
20739,14.6687904,98.3659744,tourism,viewpoint
20740,20.4046269,96.1456469,shop,electronics
20741,20.4067695,96.1450946,shop,electronics
20742,20.4303477,96.1439809,shop,electronics
20743,21.8927456,96.1083783,shop,car_repair
20744,16.8132139,96.1816152,shop,car_repair
20745,20.5015215,96.8975601,shop,jewelry
20746,16.8103138,96.1301572,tourism,apartment
20747,21.9518373,96.0785139,tourism,attraction
20748,16.0465238,98.1166992,shop,convenience
20749,16.0416912,98.1204452,shop,books
20750,19.5956368,97.9479807,tourism,viewpoint
20751,16.8497042,96.1775925,shop,convenience
20752,16.8814494,96.1555821,shop,convenience
20753,16.0413778,98.1211747,shop,hardware
20754,16.0415425,98.1213383,shop,convenience
20755,16.0378256,98.1181583,tourism,guest_house
20756,16.8254694,96.1499,tourism,attraction
20757,21.16147,94.8677615,tourism,viewpoint
20758,16.0460771,98.1225906,building,school
20759,16.8386127,96.1138971,tourism,apartment
20760,24.2556512,97.2608289,tourism,camp_site
20761,24.2560872,97.26093,tourism,camp_site
20762,24.2561982,97.2597096,tourism,camp_site
20763,24.2556575,97.2571136,tourism,camp_site
20764,24.2578631,97.2607032,tourism,camp_site
20765,24.2630686,97.2600525,tourism,camp_site
20766,24.2547981,97.2600416,tourism,camp_site
20767,16.1911048,97.8960884,place,village
20768,16.2474593,97.7995727,place,village
20769,22.9434909,97.7511817,shop,ticket
20770,22.1179272,95.1352956,shop,motorcycle
20771,22.1288388,95.1545855,tourism,attraction
20772,22.1771362,94.1334509,tourism,attraction
20773,16.9160581,96.1336481,tourism,hostel
20774,21.9449033,96.0919228,shop,dry_cleaning
20775,21.9458635,96.0918578,shop,dry_cleaning
20776,16.5097235,95.8483849,shop,bookmaker
20777,21.9523689,96.0875923,shop,dry_cleaning
20778,17.3243886,96.4695494,shop,bicycle
20779,17.0934188,96.0369407,building,wayside_shrine
20780,17.1052022,96.0322541,tourism,attraction
20781,21.9694762,96.1029068,shop,dry_cleaning
20782,16.5301995,95.9104558,shop,bookmaker
20783,16.5172259,95.8598796,shop,bookmaker
20784,16.5686189,96.0582521,shop,bookmaker
20785,17.4667972,97.0982735,tourism,attraction
20786,17.4828128,97.0988496,tourism,attraction
20787,17.5017149,97.0952308,tourism,attraction
20788,17.4757216,97.1019471,tourism,attraction
20789,17.4207257,97.091673,tourism,attraction
20790,17.483259,97.0915392,tourism,attraction
20791,17.4810195,97.0914729,tourism,attraction
20792,17.4791877,97.0913664,tourism,attraction
20793,21.8860575,96.0941865,shop,dry_cleaning
20794,21.9642818,96.1241095,shop,dry_cleaning
20795,21.9120596,96.1097653,shop,dry_cleaning
20796,17.446794,97.1010712,tourism,attraction
20797,17.4441688,97.0994925,tourism,viewpoint
20798,16.8283804,96.1288026,shop,copyshop
20799,21.980817,96.0774628,shop,clothes
20800,16.8501177,96.177108,shop,variety_store
20801,21.9395161,96.0957058,shop,dry_cleaning
20802,17.4262006,97.0995606,tourism,attraction
20803,21.8299704,96.0633814,shop,dry_cleaning
20804,21.612339,96.1346592,shop,dry_cleaning
20805,14.1225335,98.1749514,tourism,attraction
20806,16.5494507,98.2378307,shop,bookmaker
20807,15.3823238,98.3056029,place,village
