,lat,lon,type,subtype
544,43.3481378,-6.5422557,place,hamlet
545,43.3468931,-6.5490824,place,hamlet
546,43.309985,-6.5194574,place,hamlet
547,43.3143184,-6.529556,place,hamlet
548,43.306735,-6.5478356,place,hamlet
549,43.3015461,-6.5871386,place,hamlet
550,43.3364835,-6.5252882,place,hamlet
551,43.3416798,-6.4976816,place,hamlet
552,43.3647084,-6.5170462,place,hamlet
553,43.366274,-6.5064836,place,hamlet
554,43.3739095,-6.5042878,place,hamlet
555,43.3774196,-6.5211767,place,hamlet
556,43.3958641,-6.5130785,place,hamlet
557,43.4038851,-6.5428625,place,hamlet
558,43.4246368,-6.5329765,place,hamlet
559,43.445937,-6.5327519,place,hamlet
560,43.4676297,-6.5387407,place,hamlet
561,43.4567739,-6.5320454,place,hamlet
562,43.4667452,-6.549066,place,hamlet
563,43.4827392,-6.4335377,place,hamlet
564,43.4964228,-6.1203817,place,hamlet
565,43.4860167,-6.1337195,place,hamlet
566,43.4630504,-6.1787723,place,hamlet
567,43.4616388,-6.1786867,place,hamlet
568,43.4659552,-6.1661687,place,hamlet
569,43.4594935,-6.1970484,place,hamlet
570,43.4658053,-6.1999476,place,hamlet
571,43.4639372,-6.2152722,place,hamlet
572,43.4573689,-6.2123121,place,hamlet
573,43.4797831,-6.2048888,place,hamlet
574,43.4715729,-6.2151372,place,hamlet
575,43.475888,-6.2301049,place,hamlet
576,43.480551,-6.2358045,place,hamlet
577,43.4819073,-6.2201218,place,hamlet
578,43.4876462,-6.1891531,place,hamlet
579,43.4937912,-6.1737921,place,hamlet
580,43.4693631,-6.2308132,place,hamlet
581,43.464894,-6.2425263,place,hamlet
582,43.5628517,-5.9269059,place,neighbourhood
583,43.5743258,-5.9421331,place,hamlet
584,43.4486049,-6.2560516,place,hamlet
585,43.4338226,-6.2520643,place,hamlet
586,43.423414,-6.2308399,place,hamlet
587,43.4116289,-6.2366998,place,hamlet
588,43.4157311,-6.2429441,place,hamlet
589,43.4082096,-6.2568574,place,town
590,43.3915707,-6.2430566,place,hamlet
591,43.3924766,-6.2309493,place,hamlet
592,43.3870719,-6.2536781,place,hamlet
593,43.3756521,-6.2600683,place,hamlet
594,43.3694328,-6.2545135,place,hamlet
595,43.3598955,-6.2708793,place,hamlet
596,43.3716935,-6.2341985,place,hamlet
597,43.3753689,-6.2258763,place,hamlet
598,43.3758183,-6.2106705,place,hamlet
599,43.3777954,-6.1931612,place,hamlet
600,43.3756192,-6.1919797,place,hamlet
601,43.3888429,-6.1745588,place,hamlet
602,43.3851748,-6.1845582,place,hamlet
603,43.3815359,-6.1848232,place,hamlet
604,43.4043779,-6.1614399,place,hamlet
605,43.3519053,-6.1890966,place,hamlet
606,43.3489715,-6.1975119,place,hamlet
607,43.3352585,-6.205481,place,hamlet
608,43.3426209,-6.2013933,place,hamlet
609,43.3214022,-6.2202982,place,hamlet
610,43.4733999,-6.4785086,place,hamlet
611,43.4951825,-6.4864174,place,hamlet
612,43.5025967,-6.4707381,place,hamlet
613,43.5203246,-6.5053408,place,hamlet
614,43.5244303,-6.527457,place,hamlet
615,43.533317,-6.5238699,place,hamlet
616,43.3480068,-5.9670023,railway,level_crossing
617,43.5603868,-5.9217609,railway,switch
618,43.5597119,-5.9233557,place,neighbourhood
619,43.5366971,-5.6829704,shop,supermarket
620,43.563909,-5.9347002,place,neighbourhood
621,43.0526506,-6.0080729,tourism,viewpoint
622,43.5383823,-5.6855892,shop,dry_cleaning
623,43.5609287,-5.9600302,place,hamlet
624,43.499157,-5.9774928,place,hamlet
625,43.502308,-5.9491711,place,hamlet
626,43.3899644,-5.8019998,shop,mall
627,43.3913952,-5.7997057,shop,supermarket
628,43.3924583,-5.7987066,shop,computer;hifi;electronics;mobile_phone
629,43.366551,-5.8495642,shop,supermarket
630,43.3672697,-5.8491691,shop,supermarket
631,43.5365625,-5.6971545,takeaway,yes
632,43.3676057,-5.2870115,railway,level_crossing
633,43.3624952,-5.3036614,railway,level_crossing
634,43.3787157,-5.8848293,place,hamlet
635,43.3502803,-5.130939,tourism,hotel
636,43.3509246,-5.1283186,tourism,hotel
637,43.3081562,-5.054637,tourism,hotel
638,43.386618,-5.1870205,sport,canoe
639,43.4744817,-5.2535031,place,hamlet
640,43.3545778,-5.0944284,place,hamlet
641,43.4471891,-5.017662,place,hamlet
